Int_ID,Global_ID,Sample_ID,Sample_Description,Oil_Field,Facility_Name,County,Sampling_Date,Link,Source_Type,Detect_Limit,Datum,Latitude,Longitude,Geography_Description,Alkalinity_CaCO3,HCO3Alk_CaCO3,CO3Alk_CaCO3,OHAlk_CaCO3,Hardness_CaCO3,Specific_Conductance,TDS,Temp_C,pH,HCO3,CO3,OH,Br,Cl,SO4,Ca,Mg,K,Na,B,As,Ba,Fe,Mn,Se,Sr,Deuterium,Oxygen_18,NH3,NH4,NO3,Oil_Grease
52,NGID_SEC36CA,199045,"Section 36, Coalinga Associates Lease, 8-25-69",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 COALINGA ASSOCIATES,Fresno,8/28/1969,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F4894573390%2F9-10-69_SMR.pdf,PDF,NA,NAD 83,36.224883,-120.392528,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,4390,,,,,,,1468,,,,,,10.2,,,,,,,,,,,,
53,NGID_SEC2SH,186756,Section 2 waste water to sump,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 2 SHELL,Fresno,8/23/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.222832,-120.314273,APPROXIMATE LOCATION DERVIVED BY 9-22-66 SMR & 1965 AERIAL SURVEY,,,,,,,9971,,,,,,,2503,,,,,,15.8,,,,,,,,,,,,
54,L10003546304,186757,Section 26 waste water to sump,COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,8/23/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,,,,,,,4836,,,,,,,334.7,,,,,,5.21,,,,,,,,,,,,
55,NGID_SEC36SH,186758,Section 36 waste water to sump,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 SHELL,Fresno,8/23/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.233114,-120.297449,APPROXIMATE LOCATION DERIVED BY 9-10-69 SMR REPORT & 1965 AERIAL SURVEY,,,,,,,5453,,,,,,,1035,,,,,,12.64,,,,,,,,,,,,
56,L10009562448,186772,Section 24,COALINGA,"COALINGA, PREMIER",Fresno,8/28/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.166329,-120.399058,FACILITY LOCATION - DERIVED,,,,,,,5820,,,,,,,1667,,,,,,13.33,,,,,,,,,,,,
57,NGID_SEC36CA,186773,CA 36 - Section 36,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 COALINGA ASSOCIATES,Fresno,8/28/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.224883,-120.392528,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,10018,,,,,,,3723,,,,,,16.1,,,,,,,,,,,,
58,NGID_SEC1112,186774,"WS, Section 12",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 11/12 PVF,Fresno,8/28/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.196061,-120.404238,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,21149,,,,,,,6383,,,,,,19.65,,,,,,,,,,,,
59,NGID_SEC6PVF,186775,P V - 6,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 6 PVF,Fresno,8/28/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.217409,-120.386017,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,4978,,,,,,,1163,,,,,,9.48,,,,,,,,,,,,
60,NGID_SEC1112,186776,Sections 11 and 12,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 11/12 PVF,Fresno,8/28/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.196061,-120.404238,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,9990,,,,,,,4964,,,,,,19.85,,,,,,,,,,,,
61,NGID_SEC36PB,186777,"Poe B, Section 36",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 POE-B,Fresno,8/28/1967,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5027775645/9-21-67_ASMR.pdf,PDF,NA,NAD 83,36.228961,-120.39298,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,6083,,,,,,,1277,,,,,,8.98,,,,,,,,,,,,
62,L10003546304,C-1,Sec 26 Sump #4 West,COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,5/19/2015,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F5886776149%2FAera_Coalinga_Response13267.pdf,PDF,,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,970,970,<10,<10,,23000,12000,32,6.6,1183.4,<6.0,<3.4,<20,6100,660,250,180,94,4300,55,28,0.45,<0.05,360,100,8.4,,,,,<9.0,
63,L10003546304,C-13,Sec 26 DEHY Drain Tank,COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,5/19/2015,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F5886776149%2FAera_Coalinga_Response13267.pdf,PDF,,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,1400,1400,<10,<10,,6400,3700,24,6.4,1708,<6.0,<3.4,3.7,790,540,69,64,27,1300,33,<20,0.15,1.2,62,<50,2.8,,,,,<9.0,
64,NGID_SEC27,C-21,27 Water Plant overflow basin,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 27,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.244247,-120.325211,"Location from Appendix B, verfied in ArcGIS",1600,1600,<10,<10,,6500,4500,28,6.3,1952,<6.0,<3.4,3.4,790,540,66,64,26,1100,30,<20,0.13,0.065,57,<50,2.8,,,,,<3.6,
65,NGID_SEC32,C-26,Little Hoover Emergency Catch Basin on Oil Creek,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.231312,-120.361344,"Location from Appendix B, verfied in ArcGIS",55,55,<10,<10,,290,210,22,6.2,67.1,<6.0,<3.4,<0.4,11,64,33,4.7,6.9,15,0.19,<20,0.082,1.5,46,<50,0.19,,,,,6.5,
66,NGID_SEC32,C-31,32 Water Plant T-700 Pit,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.231678,-120.364292,"Location from Appendix B, verfied in ArcGIS",1000,1000,<10,<10,,9500,5600,51,6.8,1220,<6.0,<3.4,4.2,2000,630,18,19,32,2200,62,<20,0.028,0.082,56,<50,0.56,,,,,<9.0,
67,NGID_SEC32,C-32,32 Water Plant T-810 Drain box,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.232521,-120.363451,"Location from Appendix B, verfied in ArcGIS",940,940,<10,<10,,6200,4000,34,6.4,1146.8,<6.0,<3.4,4,980,620,<0.2,<0.05,35,1400,59,<20,<0.02,<0.05,<10,<50,<0.01,,,,,<9.0,
68,NGID_SEC32,C-35,32 Water Plant Waste Brine Transfer Pumas Skid,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/21/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.231861,-120.363455,"Location from Appendix B, verfied in ArcGIS",890,890,<10,<10,,11400,6900,32,6.9,1085.8,<6.0,<3.4,3.9,2800,630,87,64,49,2200,52,<20,0.13,0.2,130,<50,2.8,,,,,<9.0,
69,NGID_SEC32,C-38,32 Water Plant T-940 Pit,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/21/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.23176,-120.363317,"Location from Appendix B, verfied in ArcGIS",780,780,<10,<10,,6200,4200,36,7.1,951.6,<6.0,<3.4,3.6,1100,570,22,18,27,1300,47,<20,0.032,0.41,69,<50,0.55,,,,,<9.0,
70,NGID_SEC32,C-47,32 DEHY T-320 Clean out drain,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.234449,-120.362609,"Location from Appendix B, verfied in ArcGIS",1000,1000,<10,<10,,6000,3900,57,6.4,1220,<6.0,<3.4,4.4,940,630,55,47,39,1400,61,<20,0.091,<0.05,57,<50,1.9,,,,,<9.0,
71,NGID_SEC32,C-58,32 DEHY Drain Tank Pumos,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.234363,-120.362341,"Location from Appendix B, verfied in ArcGIS",880,880,<10,<10,,6000,3900,58,6.4,1073.6,<6.0,<3.4,4,930,650,65,49,41,1200,59,<20,0.13,0.22,79,<50,1.9,,,,,<3.6,
72,NGID_SEC32,C-59,32 DEHY T-317 Drain Box,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.234052,-120.36398,"Location from Appendix B, verfied in ArcGIS",630,630,<10,<10,,2800,1800,39,6.3,768.6,<6.0,<3.4,1.6,360,140,38,40,21,440,21,<20,0.098,<0.05,16,<50,1.6,,,,,<1.8,
73,NGID_SEC32,C-61,32 DEHY V-307 Drain well - feeds water to sec 26 impoundments,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/21/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.234238,-120.364914,"Location from Appendix B, verfied in ArcGIS",880,880,<10,<10,,11200,3800,76,6.9,1073.6,<6.0,<3.4,4,930,480,46,42,53,1000,55,<20,0.15,0.22,14,<50,2.6,,,,,<9.0,
74,NGID_SEC32,C-63,32 DEHYT-318 Drain Box,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 32,Fresno,5/19/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/aera_energy/2015_0616_com_coalinga.pdf,PDF,,NAD 83,36.233948,-120.364006,"Location from Appendix B, verfied in ArcGIS",560,560,<10,<10,,5300,3400,59,6.8,683.2,<6.0,<3.4,3.3,750,770,92,57,49,860,63,<20,0.13,0.052,22,<50,2.4,,,,,<3.6,
75,L10008862957,C-125,CMS Drain and overflow Sump 1,COALINGA,"COALINGA OIL FIELD, CMS-AZTEC LEASE",Fresno,5/21/2015,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F5886776149%2FAera_Coalinga_Response13267.pdf,PDF,,NAD 83,36.223994,-120.380451,FACILITY LOCATION - DERIVED,810,810,<10,<10,,5600,3800,46,6.3,988.2,<6.0,<3.4,5.2,1000,510,31,16,35,1100,58,<20,0.088,0.1,57,<50,1.3,,,,,<9.0,
76,L10005855542,C-150,Penn Zier Sump #1,COALINGA,"COALINGA OIL FIELD, PENN-ZIER LEASE",Fresno,5/21/2015,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F5886776149%2FAera_Coalinga_Response13267.pdf,PDF,,NAD 83,36.211741,-120.395336,FACILITY LOCATION - DERIVED,790,790,<10,<10,,7600,4900,45,6.6,963.8,<6.0,<3.4,8.3,1600,650,40,35,45,1400,60,<20,0.14,0.51,120,<50,1.6,,,,,<9.0,
77,L10005855542,C-151,Penn Zier Pond #1,COALINGA,"COALINGA OIL FIELD, PENN-ZIER LEASE",Fresno,5/21/2015,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F5886776149%2FAera_Coalinga_Response13267.pdf,PDF,,NAD 83,36.211741,-120.395336,FACILITY LOCATION - DERIVED,780,780,<10,<10,,8000,4900,52,6.5,951.6,<6.0,<3.4,8,1600,630,39,34,45,1400,60,<20,0.14,0.15,120,<50,1.6,,,,,<9.0,
78,NGID_SEC2SH,192883,Section 2 ,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 2 SHELL,Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.222832,-120.314273,APPROXIMATE LOCATION DERVIVED BY 9-22-66 SMR & 1965 AERIAL SURVEY,,,,,,,9533,,,,,,,2525,,,,,,15.55,,,,,,,,,,,,
79,L10003546304,192886,Section 26,COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,,,,,,,4870,,,,,,,333.3,,,,,,2.84,,,,,,,,,,,,
80,NGID_SEC36SH,192887,Section 36,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 SHELL,Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.233114,-120.297449,APPROXIMATE LOCATION DERIVED BY 9-10-69 SMR REPORT & 1965 AERIAL SURVEY,,,,,,,4507,,,,,,,1071,,,,,,9.17,,,,,,,,,,,,
81,NGID_SEC6PVF,192882,P V - 6,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 6 PVF,Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.217409,-120.386017,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,6741,,,,,,,1259,,,,,,20.39,,,,,,,,,,,,
82,L10009562448,192885,Section 24,COALINGA,"COALINGA, PREMIER",Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.166329,-120.399058,FACILITY LOCATION - DERIVED,,,,,,,6481,,,,,,,1674,,,,,,15.14,,,,,,,,,,,,
83,NGID_SEC1112,192884,"Pilot 12 & Warded Senecca, Sec. 11 & 12",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 11/12 PVF,Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.196061,-120.404238,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,9617,,,,,,,2298,,,,,,21.22,,,,,,,,,,,,
84,NGID_SEC36CA,192888,"Coalinga Assoc. & CA 36, Sec. 36",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 COALINGA ASSOCIATES,Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.224883,-120.392528,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,4355,,,,,,,1425,,,,,,4.12,,,,,,,,,,,,
85,NGID_SEC36PB,192889,"Section 36, POEB",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 POE-B,Fresno,9/11/1968,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9643051624/10-2-68_ASMR.pdf,PDF,NA,NAD 83,36.228961,-120.39298,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,4958,,,,,,,978.7,,,,,,7.52,,,,,,,,,,,,
86,NGID_SEC2SH,Sump Waters from East Coalinga (30552-56),Section 2 Lube Sump,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 2 SHELL,Fresno,8/20/1958,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9072998523/10-7-58_DischargeVolumeQuality.pdf,PDF,NA,NAD 83,36.223178,-120.314169,APPROXIMATE LOCATION DERVIVED BY 9-22-66 SMR & 1965 AERIAL SURVEY,,,,,,,6068,,,,,,,545,,,,,,13,,,,,,,,,,,,
87,NGID_SEC2SH,Sump Waters from East Coalinga (30552-56),Section 2 Light Sump,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 2 SHELL,Fresno,8/20/1958,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9072998523/10-7-58_DischargeVolumeQuality.pdf,PDF,NA,NAD 83,36.222832,-120.314273,APPROXIMATE LOCATION DERVIVED BY 9-22-66 SMR & 1965 AERIAL SURVEY,,,,,,,10928,,,,,,,2930,,,,,,33.75,,,,,,,,,,,,
88,L10003546304,Sump Waters from East Coalinga (30552-56),Section 26 Heavy Sump,COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,8/20/1958,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9072998523/10-7-58_DischargeVolumeQuality.pdf,PDF,NA,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,,,,,,,6712,,,,,,,540,,,,,,8.25,,,,,,,,,,,,
89,L10003546304,Sump Waters from East Coalinga (30552-56),Section 26 Lube Sump,COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,8/20/1958,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9072998523/10-7-58_DischargeVolumeQuality.pdf,PDF,NA,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,,,,,,,4640,,,,,,,685,,,,,,7.25,,,,,,,,,,,,
90,NGID_SEC36SH,Sump Waters from East Coalinga (30552-56),Section 36 Lube Sump,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 SHELL,Fresno,8/20/1958,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9072998523/10-7-58_DischargeVolumeQuality.pdf,PDF,NA,NAD 83,36.233114,-120.297449,APPROXIMATE LOCATION DERIVED BY 9-10-69 SMR REPORT & 1965 AERIAL SURVEY,,,,,,,4884,,,,,,,1115,,,,,,23.75,,,,,,,,,,,,
91,L10003546304,Sec26-W3 (1901952-01),"Section 32 Dehydration and Water Plant, discharge line to impoundment W-3",COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,4/16/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/8372637271/L10003546304.PDF,PDF,RL,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,420,420,<10,<10,,13000,9200,,6.61,512.4,<6.0,<3.4,,5100,430,200,100,54,3000,24,18,0.38,0.14,190,5.9,5.6,-66.5,-7.33,,,<354,40
92,L10003546304,Sec26-W5 (1901952-02),Impoundment W-5,COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,4/16/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/8372637271/L10003546304.PDF,PDF,RL,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,680,680,<10,<10,,35000,26000,,7.31,829.6,<6.0,<3.4,,14000,730,770,570,170,7600,48,62,1.2,0.22,570,14,23,-59.3,-5.78,,,<354,7.3
93,L10004649409,"Amity, Sec. 1","Amity, Sec. 1",COALINGA,"COALINGA OIL FIELD, SECTION 1 LEASE",Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.133274,-120.3974,SUMP 1/SAMPLING LOCATION,,,,,,,6405,,,,,,,1663.8,,,,,,16,,,,,,,,,,,,
94,NGID_SEC2SH,"E. Coaling, Sec 2, South Sump, 8/3/0/1966, Waste Water","E. Coaling, Sec 2, South Sump, 8/3/0/1966, Waste Water",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 2 SHELL,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.222832,-120.314273,APPROXIMATE LOCATION DERVIVED BY 9-22-66 SMR & 1965 AERIAL SURVEY,,,,,,,9652,,,,,,,2513.4,,,,,,29,,,,,,,,,,,,
95,NGID_SEC6PVF,"PVF, Sec. 6","PVF, Sec. 6",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 6 PVF,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.217409,-120.386017,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,5668,,,,,,,1203.6,,,,,,15.6,,,,,,,,,,,,
96,NGID_SEC1112,"PVF, Sec. 12","PVF, Sec. 12",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 11/12 PVF,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.196061,-120.404238,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,11788,,,,,,,5770.2,,,,,,39.2,,,,,,,,,,,,
97,NGID_SEC1112,Ward and Seneca Sec. 12,Ward and Seneca Sec. 12,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 11/12 PVF,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.196061,-120.404238,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,7176,,,,,,,3150.6,,,,,,32,,,,,,,,,,,,
98,L10001549897,"St. Paul, Sec .23","St. Paul, Sec .23",COALINGA,"COALINGA OIL FIELD, SECTION 23D LEASE",Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.166255,-120.411619,FACILITY LOCATION - DERIVED,,,,,,,9844,,,,,,,2159.4,,,,,,27,,,,,,,,,,,,
99,L10009562448,Traders Sec 24,Traders Sec 24,COALINGA,"COALINGA, PREMIER",Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.166329,-120.399058,FACILITY LOCATION - DERIVED,,,,,,,7116,,,,,,,2336.4,,,,,,26.5,,,,,,,,,,,,
100,L10003546304,"E. Coalinga, Sec. 26, sump waste water","E. Coalinga, Sec. 26, sump waste water",COALINGA,"COALINGA OIL FIELD, SECTION 26 LEASE",Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.241439,-120.307088,FACILITY LOCATION - DERIVED,,,,,,,4804,,,,,,,329.2,,,,,,11,,,,,,,,,,,,
101,NGID_SEC31,W.M.M. Sec 31 A,W.M.M. Sec 31 A,COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 31,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.150472,-120.373132,APPROXIMATE LOCATION DERIVED BY 2-2-65 SMR & 1965 AERIAL SURVEY,,,,,,,7568,,,,,,,2619.6,,,,,,21.2,,,,,,,,,,,,
102,NGID_SEC36SH,"E. Coalinga Sep 36, Sump Waste water","E. Coalinga Sep 36, Sump Waste water",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 SHELL,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.233114,-120.297449,APPROXIMATE LOCATION DERIVED BY 9-10-69 SMR REPORT & 1965 AERIAL SURVEY,,,,,,,5340,,,,,,,1239,,,,,,23.5,,,,,,,,,,,,
103,NGID_SEC36PB,"POE-B, Sec T 36","POE-B, Sec T 36",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 POE-B,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.228961,-120.39298,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,9392,,,,,,,1947,,,,,,22,,,,,,,,,,,,
104,NGID_SEC36CA,"C-A, Sec 36","C-A, Sec 36",COALINGA,NO OFFICIAL LEASE NAME - DESIGNATED SECTION 36 COALINGA ASSOCIATES,Fresno,9/6/1966,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3251738607/9-22-66_SMR.pdf,PDF,NA,NAD 83,36.224883,-120.392528,APPROXIMATE LOCATION DERIVED BY OIL AND GAS WELL LEASES & 1965 AERIAL SURVEY,,,,,,,8896,,,,,,,2690.4,,,,,,22.2,,,,,,,,,,,,
105,L10008862957,9908310904,wastewater disposal facilities,COALINGA,"COALINGA OIL FIELD, CMS-AZTEC LEASE",Fresno,8/31/1999,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/4642025172/8%2D31%2D99%5FSampleData%5F11%2D8%2D99%2Epdf,PDF,,NAD 83,36.223994,-120.380451,FACILITY LOCATION - DERIVED,,,,,,7100,,,,,,,,1600,,,,,,53,,,,,,,,,,,,
